Group,pid,Name.1,Name.2,Name.3,Response,Key,Released,Response.1,Code,Time,(Trial Variable),Finger,Congruence,Repeated,Correct,double_response,questionnaire_1,questionnaire_2,questionnaire_3,questionnaire_4,questionnaire_5,questionnaire_6,questionnaire_7,questionnaire_8,questionnaire_9,questionnaire_10
Main Group,P45,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,498,,2,4,3,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,654,,1,2,3,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,436,,2,3,3,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,530,,2,4,4,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,401,,2,2,4,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,605,,1,2,4,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,654,,1,0,4,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,436,,2,0,4,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,401,,2,3,4,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,567,,1,1,4,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,449,,2,1,4,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,580,,1,4,4,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 5","AI_Blue (5, i5con.bmp)",index,v,Released,(based on code value),C,608,,1,3,4,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,475,,2,4,5,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,447,,2,0,5,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,594,,1,0,5,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,371,,2,3,5,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",middle,b,Released,(based on code value),E,429,,1,2,5,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,435,,1,3,5,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 1","AI_Blue (1, i5basecon.bmp)",index,v,Released,(based on code value),C,576,,1,1,5,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,649,,1,4,5,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,558,,2,2,5,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,457,,2,1,5,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,426,,1,3,6,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,668,,1,0,6,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,586,,1,2,6,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,450,,2,1,6,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,400,,1,1,6,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,493,,2,3,6,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,562,,1,4,6,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,366,,2,4,6,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,456,,2,0,6,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",index,v,Released,(based on code value),E,646,,2,2,6,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,562,,2,4,7,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,600,,1,2,7,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,428,,1,3,7,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,573,,1,4,7,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,515,,1,1,7,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 9","AI_Blue (9, i5base.bmp)",index,v,Released,(based on code value),C,933,,1,0,7,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,456,,2,1,7,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,402,,2,3,7,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,667,,2,2,7,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,441,,2,0,7,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,402,,2,4,8,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,528,,1,3,8,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,361,,2,3,8,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,388,,2,0,8,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,647,,1,2,8,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,578,,1,4,8,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,412,,2,1,8,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 4","AI_Blue (4, m5baseinc.bmp)",middle,b,Released,(based on code value),C,602,,2,2,8,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 1","AI_Blue (1, i5basecon.bmp)",index,v,Released,(based on code value),C,599,,1,1,8,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,466,,1,0,8,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,487,,1,3,9,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,418,,2,4,9,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,503,,1,0,9,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 3","AI_Blue (3, i5baseinc.bmp)",index,v,Released,(based on code value),C,801,,1,2,9,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,486,,2,0,9,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,378,,2,2,9,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,489,,1,1,9,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,499,,2,1,9,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 7","AI_Blue (7, i5inc.bmp)",index,v,Released,(based on code value),C,751,,1,4,9,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,364,,2,3,9,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,560,,1,4,10,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,435,,1,3,10,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,515,,1,1,10,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,449,,2,2,10,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,394,,2,3,10,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,444,,2,4,10,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,436,,2,0,10,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,489,,1,2,10,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,469,,2,1,10,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P45,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,445,,1,0,10,,0,70,41,41,51,98,54,30,90,60,96
Main Group,P2,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,525,,1,0,1,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,484,,1,3,1,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,571,,2,4,1,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,428,,1,1,1,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,395,,2,3,1,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,507,,1,2,1,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,515,,1,4,1,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,560,,2,2,1,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,498,,2,1,1,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,544,,2,0,1,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,374,,2,3,2,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,513,,2,0,2,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,433,,2,4,2,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,488,,1,4,2,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,430,,1,2,2,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,474,,1,0,2,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,519,,2,2,2,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,534,,1,1,2,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,497,,1,3,2,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,377,,2,1,2,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,393,,2,4,3,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,506,,1,4,3,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,559,,1,0,3,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,493,,1,1,3,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,430,,1,2,3,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,424,,1,3,3,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,454,,2,0,3,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,380,,2,3,3,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,374,,2,2,3,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,373,,2,4,4,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,467,,2,2,4,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,501,,2,3,4,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,540,,1,1,4,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,425,,1,0,4,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,508,,1,3,4,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,569,,2,1,4,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,497,,2,0,4,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,432,,1,4,4,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,465,,1,2,4,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,563,,2,1,5,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,499,,1,2,5,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 4","AI_Blue (4, m5basecon.bmp)",middle,b,Released,(based on code value),C,582,,2,1,5,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,464,,2,3,5,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,410,,2,0,5,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,554,,1,4,5,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,439,,2,4,5,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 5","AI_Blue (5, i5baseinc.bmp)",index,v,Released,(based on code value),C,616,,1,2,5,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,405,,1,0,5,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,431,,1,1,5,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,466,,2,4,6,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 6","AI_Final_Stage (6, m4con.bmp)",middle,b,Released,(based on code value),C,404,,2,3,6,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,412,,2,0,6,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,499,,1,4,6,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,422,,1,0,6,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,424,,1,3,6,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 1","AI_Final_Stage (1, i4basecon.bmp)",index,v,Released,(based on code value),C,504,,1,1,6,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 4","AI_Blue (4, m5basecon.bmp)",middle,b,Released,(based on code value),C,585,,2,1,6,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,539,,1,2,6,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,430,,2,1,6,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,527,,2,4,7,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,432,,1,3,7,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 4","AI_Final_Stage (4, m4baseinc.bmp)",middle,b,Released,(based on code value),C,512,,2,2,7,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 9","AI_Final_Stage (9, i4base.bmp)",index,v,Released,(based on code value),C,567,,1,0,7,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,493,,2,0,7,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 7","AI_Final_Stage (7, i4inc.bmp)",index,v,Released,(based on code value),C,486,,1,4,7,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 1","AI_Blue (1, i5base.bmp)",index,v,Released,(based on code value),C,603,,1,0,7,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 6","AI_Blue (6, m5baseinc.bmp)",middle,b,Released,(based on code value),C,580,,2,2,7,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,546,,1,2,7,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 2","AI_Final_Stage (2, m4basecon.bmp)",middle,b,Released,(based on code value),C,516,,2,1,7,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 5","AI_Final_Stage (5, i4con.bmp)",index,v,Released,(based on code value),C,483,,1,3,8,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 8","AI_Final_Stage (8, m4inc.bmp)",middle,b,Released,(based on code value),C,516,,2,4,8,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 1","AI_Blue (1, i5base.bmp)",index,v,Released,(based on code value),C,675,,1,0,8,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 10","AI_Final_Stage (10, m4base.bmp)",middle,b,Released,(based on code value),C,420,,2,0,8,,0,64,48,47,66,22,39,11,43,47,23
Main Group,P2,AI_Block,"AI_Trial, 3","AI_Final_Stage (3, i4baseinc.bmp)",index,v,Released,(based on code value),C,499,,1,2,8,,0,64,48,47,66,22,39,11,43,47,23
